Date,Account,Deposits,Withdrawals,TotalBalance
2041-07-18,Roth IRA,0,0,510.2686406928833
2041-07-18,Savings,0,0,16977.786715983344
2042-08-12,Traditional 401k,209.42307692307693,0,78350.76923076925
2042-08-12,Roth 401k,182.76923076923077,0,2924.3076923076924
2042-08-12,Roth IRA,0,0,510.2686406928833
2042-08-12,Savings,2158.846153846154,0,21295.479023675653
2043-09-06,Traditional 401k,0,0,78350.76923076925
2043-09-06,Roth 401k,0,0,2924.3076923076924
2043-09-06,Roth IRA,0,0,510.2686406928833
2043-09-06,Savings,0,0,21295.479023675653
2044-09-30,Traditional 401k,0,0,78350.76923076925
2044-09-30,Roth 401k,0,0,2924.3076923076924
2044-09-30,Roth IRA,0,0,512.3475382979801
2044-09-30,Savings,0,0,18054.239441250193
2045-10-25,Traditional 401k,0,0,78350.76923076925
2045-10-25,Roth 401k,0,0,2924.3076923076924
2045-10-25,Roth IRA,0,0,512.3475382979801
2045-10-25,Savings,0,0,18054.239441250193
2046-11-19,Traditional 401k,0,0,78350.76923076925
2046-11-19,Roth 401k,0,0,2924.3076923076924
2046-11-19,Roth IRA,0,0,512.3475382979801
2046-11-19,Savings,0,0,18054.239441250193
2047-12-14,Traditional 401k,0,0,78350.76923076925
2047-12-14,Roth 401k,0,0,2924.3076923076924
2047-12-14,Roth IRA,0,0,512.3475382979801
2047-12-14,Savings,0,0,18054.239441250193
2049-01-07,Traditional 401k,0,0,78350.76923076925
2049-01-07,Roth 401k,0,0,2924.3076923076924
2049-01-07,Roth IRA,0,0,512.3475382979801
2049-01-07,Savings,0,0,18054.239441250193
2050-02-01,Traditional 401k,0,0,78350.76923076925
2050-02-01,Roth 401k,0,0,2924.3076923076924
2050-02-01,Roth IRA,2.0873672912734866,0,514.4349055892536
2050-02-01,Savings,73.55520630327958,3328,14799.794647553474
2051-02-26,Traditional 401k,0,0,78350.76923076925
2051-02-26,Roth 401k,0,0,2924.3076923076924
2051-02-26,Roth IRA,0,0,518.6351873971142
2051-02-26,Savings,0,0,8251.074008498515
2052-03-22,Traditional 401k,0,0,78350.76923076925
2052-03-22,Roth 401k,0,0,2924.3076923076924
2052-03-22,Roth IRA,0,0,518.6351873971142
2052-03-22,Savings,0,0,8251.074008498515
2053-04-16,Traditional 401k,0,0,78350.76923076925
2053-04-16,Roth 401k,0,0,2924.3076923076924
2053-04-16,Roth IRA,0,0,518.6351873971142
2053-04-16,Savings,0,0,8251.074008498515
2054-05-11,Traditional 401k,0,0,78350.76923076925
2054-05-11,Roth 401k,0,0,2924.3076923076924
2054-05-11,Roth IRA,0,0,518.6351873971142
2054-05-11,Savings,0,0,8251.074008498515
2055-06-05,Traditional 401k,0,0,78350.76923076925
2055-06-05,Roth 401k,0,0,2924.3076923076924
2055-06-05,Roth IRA,0,0,518.6351873971142
2055-06-05,Savings,0,0,8251.074008498515
2056-06-29,Traditional 401k,0,0,78350.76923076925
2056-06-29,Roth 401k,0,0,2924.3076923076924
2056-06-29,Roth IRA,0,0,520.7481713491258
2056-06-29,Savings,0,0,4876.81790535718
2057-07-24,Traditional 401k,0,0,78350.76923076925
2057-07-24,Roth 401k,0,0,2924.3076923076924
2057-07-24,Roth IRA,0,0,520.7481713491258
2057-07-24,Savings,0,0,4876.81790535718
2058-08-18,Traditional 401k,0,0,78350.76923076925
2058-08-18,Roth 401k,0,0,2924.3076923076924
2058-08-18,Roth IRA,0,0,520.7481713491258
2058-08-18,Savings,0,0,4876.81790535718
2059-09-12,Traditional 401k,0,0,78350.76923076925
2059-09-12,Roth 401k,0,0,2924.3076923076924
2059-09-12,Roth IRA,0,0,520.7481713491258
2059-09-12,Savings,0,0,4876.81790535718
2060-10-06,Traditional 401k,0,0,78350.76923076925
2060-10-06,Roth 401k,0,0,2924.3076923076924
2060-10-06,Roth IRA,0,0,520.7481713491258
2060-10-06,Savings,0,0,4876.81790535718
2061-10-31,Traditional 401k,0,1912.991719589254,76437.77751118
2061-10-31,Roth 401k,0,0,2924.3076923076924
2061-10-31,Roth IRA,2.130236140689816,0,525.0000000000005
2061-10-31,Savings,6.065615236829517,1494.8802804107468,0
2062-11-25,Traditional 401k,0,0,76437.77751118
2062-11-25,Roth 401k,0,0,2924.3076923076924
2062-11-25,Roth IRA,0,0,525.0000000000005
2062-11-25,Savings,0,0,0
2063-12-20,Traditional 401k,0,0,76437.77751118
2063-12-20,Roth 401k,0,0,2924.3076923076924
2063-12-20,Roth IRA,0,0,525.0000000000005
2063-12-20,Savings,0,0,0
2065-01-13,Traditional 401k,0,0,76437.77751118
2065-01-13,Roth 401k,0,0,2924.3076923076924
2065-01-13,Roth IRA,0,0,525.0000000000005
2065-01-13,Savings,0,0,0
2066-02-07,Traditional 401k,0,0,76437.77751118
2066-02-07,Roth 401k,0,0,2924.3076923076924
2066-02-07,Roth IRA,0,0,525.0000000000005
2066-02-07,Savings,0,0,0
2067-03-04,Traditional 401k,0,0,76437.77751118
2067-03-04,Roth 401k,0,0,2924.3076923076924
2067-03-04,Roth IRA,0,0,525.0000000000005
2067-03-04,Savings,0,0,0
2068-03-28,Traditional 401k,0,0,73029.90551118
2068-03-28,Roth 401k,0,0,2924.3076923076924
2068-03-28,Roth IRA,0,0,527.1389149864159
2068-03-28,Savings,0,0,0
2069-04-22,Traditional 401k,0,0,73029.90551118
2069-04-22,Roth 401k,0,0,2924.3076923076924
2069-04-22,Roth IRA,0,0,527.1389149864159
2069-04-22,Savings,0,0,0
2070-05-17,Traditional 401k,0,0,73029.90551118
2070-05-17,Roth 401k,0,0,2924.3076923076924
2070-05-17,Roth IRA,0,0,527.1389149864159
2070-05-17,Savings,0,0,0
2071-06-11,Traditional 401k,0,0,73029.90551118
2071-06-11,Roth 401k,0,0,2924.3076923076924
2071-06-11,Roth IRA,0,0,527.1389149864159
2071-06-11,Savings,0,0,0
2072-07-05,Traditional 401k,0,0,73029.90551118
2072-07-05,Roth 401k,0,0,2924.3076923076924
2072-07-05,Roth IRA,0,0,527.1389149864159
2072-07-05,Savings,0,0,0
2073-07-30,Traditional 401k,0,0,66069.21359379435
2073-07-30,Roth 401k,0,0,2924.3076923076924
2073-07-30,Roth IRA,0,0,531.4429230752462
2073-07-30,Savings,0,0,37.10869182478658
2074-08-24,Traditional 401k,0,0,66069.21359379435
2074-08-24,Roth 401k,0,0,2924.3076923076924
2074-08-24,Roth IRA,0,0,531.4429230752462
2074-08-24,Savings,0,0,37.10869182478658
2075-09-18,Traditional 401k,0,0,66069.21359379435
2075-09-18,Roth 401k,0,0,2924.3076923076924
2075-09-18,Roth IRA,0,0,531.4429230752462
2075-09-18,Savings,0,0,37.10869182478658
2076-10-12,Traditional 401k,0,0,66069.21359379435
2076-10-12,Roth 401k,0,0,2924.3076923076924
2076-10-12,Roth IRA,0,0,531.4429230752462
2076-10-12,Savings,0,0,37.10869182478658
2077-11-06,Traditional 401k,0,0,66069.21359379435
2077-11-06,Roth 401k,0,0,2924.3076923076924
2077-11-06,Roth IRA,0,0,531.4429230752462
2077-11-06,Savings,0,0,37.10869182478658
2078-12-01,Traditional 401k,0,0,62616.81254302309
2078-12-01,Roth 401k,0,0,2924.3076923076924
2078-12-01,Roth IRA,0,0,533.6080873277987
2078-12-01,Savings,0,0,0
2079-12-26,Traditional 401k,0,0,59145.781553637455
2079-12-26,Roth 401k,0,0,2924.3076923076924
2079-12-26,Roth IRA,0,0,535.782072727528
2079-12-26,Savings,0,0,37.10869182478659
2081-01-19,Traditional 401k,0,0,59145.781553637455
2081-01-19,Roth 401k,0,0,2924.3076923076924
2081-01-19,Roth IRA,0,0,535.782072727528
2081-01-19,Savings,0,0,37.10869182478659
2082-02-13,Traditional 401k,0,0,59145.781553637455
2082-02-13,Roth 401k,0,0,2924.3076923076924
2082-02-13,Roth IRA,0,0,535.782072727528
2082-02-13,Savings,0,0,37.10869182478659
2083-03-10,Traditional 401k,0,0,59145.781553637455
2083-03-10,Roth 401k,0,0,2924.3076923076924
2083-03-10,Roth IRA,0,0,535.782072727528
2083-03-10,Savings,0,0,37.10869182478659
2084-04-03,Traditional 401k,0,0,59145.781553637455
2084-04-03,Roth 401k,0,0,2924.3076923076924
2084-04-03,Roth IRA,0,0,535.782072727528
2084-04-03,Savings,0,0,37.10869182478659
2085-04-28,Traditional 401k,0,0,55693.38050286619
2085-04-28,Roth 401k,0,0,2924.3076923076924
2085-04-28,Roth IRA,0,0,537.9649152128796
2085-04-28,Savings,0,0,37.10869182478658
2086-05-23,Traditional 401k,0,0,55693.38050286619
2086-05-23,Roth 401k,0,0,2924.3076923076924
2086-05-23,Roth IRA,0,0,537.9649152128796
2086-05-23,Savings,0,0,37.10869182478658
2087-06-17,Traditional 401k,0,0,55693.38050286619
2087-06-17,Roth 401k,0,0,2924.3076923076924
2087-06-17,Roth IRA,0,0,537.9649152128796
2087-06-17,Savings,0,0,37.10869182478658
2088-07-11,Traditional 401k,0,0,55693.38050286619
2088-07-11,Roth 401k,0,0,2924.3076923076924
2088-07-11,Roth IRA,0,0,537.9649152128796
2088-07-11,Savings,0,0,37.10869182478658
2089-08-05,Traditional 401k,0,0,55693.38050286619
2089-08-05,Roth 401k,0,0,2924.3076923076924
2089-08-05,Roth IRA,0,0,537.9649152128796
2089-08-05,Savings,0,0,37.10869182478658
2090-08-30,Traditional 401k,0,0,45261.65759609491
2090-08-30,Roth 401k,0,0,2924.3076923076924
2090-08-30,Roth IRA,0,0,544.5669467669704
2090-08-30,Savings,0,0,18.554345912393295
2091-09-24,Traditional 401k,0,0,45261.65759609491
2091-09-24,Roth 401k,0,0,2924.3076923076924
2091-09-24,Roth IRA,0,0,544.5669467669704
2091-09-24,Savings,0,0,18.554345912393295
2092-10-18,Traditional 401k,0,0,45261.65759609491
2092-10-18,Roth 401k,0,0,2924.3076923076924
2092-10-18,Roth IRA,0,0,544.5669467669704
2092-10-18,Savings,0,0,18.554345912393295
2093-11-12,Traditional 401k,0,0,45261.65759609491
2093-11-12,Roth 401k,0,0,2924.3076923076924
2093-11-12,Roth IRA,0,0,544.5669467669704
2093-11-12,Savings,0,0,18.554345912393295
2094-12-07,Traditional 401k,0,0,45261.65759609491
2094-12-07,Roth 401k,0,0,2924.3076923076924
2094-12-07,Roth IRA,0,0,544.5669467669704
2094-12-07,Savings,0,0,18.554345912393295
2096-01-01,Traditional 401k,0,0,45261.65759609491
2096-01-01,Roth 401k,0,0,2924.3076923076924
2096-01-01,Roth IRA,0,0,544.5669467669704
2096-01-01,Savings,0,0,18.554345912393295
2097-01-25,Traditional 401k,0,0,41745.784041690524
2097-01-25,Roth 401k,0,0,2924.3076923076924
2097-01-25,Roth IRA,0,0,546.7855799165825
2097-01-25,Savings,0,0,77.5028383494776
2098-02-19,Traditional 401k,0,0,41745.784041690524
2098-02-19,Roth 401k,0,0,2924.3076923076924
2098-02-19,Roth IRA,0,0,546.7855799165825
2098-02-19,Savings,0,0,77.5028383494776
2099-03-16,Traditional 401k,0,0,41745.784041690524
2099-03-16,Roth 401k,0,0,2924.3076923076924
2099-03-16,Roth IRA,0,0,546.7855799165825
2099-03-16,Savings,0,0,77.5028383494776
2100-04-10,Traditional 401k,0,0,41745.784041690524
2100-04-10,Roth 401k,0,0,2924.3076923076924
2100-04-10,Roth IRA,0,0,546.7855799165825
2100-04-10,Savings,0,0,77.5028383494776
2101-05-05,Traditional 401k,0,0,41745.784041690524
2101-05-05,Roth 401k,0,0,2924.3076923076924
2101-05-05,Roth IRA,0,0,546.7855799165825
2101-05-05,Savings,0,0,77.5028383494776
2102-05-30,Traditional 401k,0,0,34715.68635290627
2102-05-30,Roth 401k,0,0,2924.3076923076924
2102-05-30,Roth IRA,0,0,551.2500000000009
2102-05-30,Savings,0,0,77.5028383494776
2103-06-24,Traditional 401k,0,0,34715.68635290627
2103-06-24,Roth 401k,0,0,2924.3076923076924
2103-06-24,Roth IRA,0,0,551.2500000000009
2103-06-24,Savings,0,0,77.5028383494776
2104-07-18,Traditional 401k,0,0,34715.68635290627
2104-07-18,Roth 401k,0,0,2924.3076923076924
2104-07-18,Roth IRA,0,0,551.2500000000009
2104-07-18,Savings,0,0,77.5028383494776
2105-08-12,Traditional 401k,0,0,34715.68635290627
2105-08-12,Roth 401k,0,0,2924.3076923076924
2105-08-12,Roth IRA,0,0,551.2500000000009
2105-08-12,Savings,0,0,77.5028383494776
2106-09-06,Traditional 401k,0,0,34715.68635290627
2106-09-06,Roth 401k,0,0,2924.3076923076924
2106-09-06,Roth IRA,0,0,551.2500000000009
2106-09-06,Savings,0,0,77.5028383494776
2107-10-01,Traditional 401k,0,3573.4127902720006,27646.679366868768
2107-10-01,Roth 401k,0,0,2924.3076923076924
2107-10-01,Roth IRA,2.255010650374383,0,555.7508713861115
2107-10-01,Savings,0,0,0
